year,state,dem_cand,dem_vote,rep_cand,rep_vote,tot_state_vote
2008,Alabama,"Obama, Barack H.",813479,"McCain, John",1266546,2099819
2008,Alaska,"Obama, Barack H.",123594,"McCain, John",193841,326197
2008,Arizona,"Obama, Barack H.",1034707,"McCain, John",1230111,2293475
2008,Arkansas,"Obama, Barack H.",422310,"McCain, John",638017,1086617
2008,California,"Obama, Barack H.",8274473,"McCain, John",5011781,13561900
2008,Colorado,"Obama, Barack H.",1288576,"McCain, John",1073589,2401361
2008,Connecticut,"Obama, Barack H.",997772,"McCain, John",629428,1646792
2008,Delaware,"Obama, Barack H.",255459,"McCain, John",152374,412412
2008,District of Columbia,"Obama, Barack H.",245800,"McCain, John",17367,265853
2008,Florida,"Obama, Barack H.",4282074,"McCain, John",4045624,8390744
2008,Georgia,"Obama, Barack H.",1844123,"McCain, John",2048759,3924486
2008,Hawaii,"Obama, Barack H.",325871,"McCain, John",120566,456064
2008,Idaho,"Obama, Barack H.",236440,"McCain, John",403012,655122
2008,Illinois,"Obama, Barack H.",3419348,"McCain, John",2031179,5522371
2008,Indiana,"Obama, Barack H.",1374039,"McCain, John",1345648,2751054
2008,Iowa,"Obama, Barack H.",828940,"McCain, John",682379,1537123
2008,Kansas,"Obama, Barack H.",514765,"McCain, John",699655,1235872
2008,Kentucky,"Obama, Barack H.",751985,"McCain, John",1048462,1826620
2008,Louisiana,"Obama, Barack H.",782989,"McCain, John",1148275,1960761
2008,Maine,"Obama, Barack H.",421923,"McCain, John",295273,731163
2008,Maryland,"Obama, Barack H.",1629467,"McCain, John",959862,2631596
2008,Massachusetts,"Obama, Barack H.",1904097,"McCain, John",1108854,3102995
2008,Michigan,"Obama, Barack H.",2872579,"McCain, John",2048639,5001596
2008,Minnesota,"Obama, Barack H.",1573354,"McCain, John",1275409,2910369
2008,Mississippi,"Obama, Barack H.",554662,"McCain, John",724597,1289865
2008,Missouri,"Obama, Barack H.",1441911,"McCain, John",1445814,2925205
2008,Montana,"Obama, Barack H.",231667,"McCain, John",242763,490109
2008,Nebraska,"Obama, Barack H.",333319,"McCain, John",452979,801281
2008,Nevada,"Obama, Barack H.",533736,"McCain, John",412827,967848
2008,New Hampshire,"Obama, Barack H.",384826,"McCain, John",316534,710970
2008,New Jersey,"Obama, Barack H.",2215422,"McCain, John",1613207,3868237
2008,New Mexico,"Obama, Barack H.",472422,"McCain, John",346832,830158
2008,New York,"Obama, Barack H.",4645332,"McCain, John",2418323,7722019
2008,North Carolina,"Obama, Barack H.",2142651,"McCain, John",2128474,4310851
2008,North Dakota,"Obama, Barack H.",141278,"McCain, John",168601,316621
2008,Ohio,"Obama, Barack H.",2940044,"McCain, John",2677820,5708350
2008,Oklahoma,"Obama, Barack H.",502496,"McCain, John",960165,1462661
2008,Oregon,"Obama, Barack H.",1037291,"McCain, John",738475,1827864
2008,Pennsylvania,"Obama, Barack H.",3276363,"McCain, John",2655885,6013272
2008,Rhode Island,"Obama, Barack H.",296571,"McCain, John",165391,471766
2008,South Carolina,"Obama, Barack H.",862449,"McCain, John",1034896,1920969
2008,South Dakota,"Obama, Barack H.",170924,"McCain, John",203054,381975
2008,Tennessee,"Obama, Barack H.",1087437,"McCain, John",1479178,2599749
2008,Texas,"Obama, Barack H.",3528633,"McCain, John",4479328,8077795
2008,Utah,"Obama, Barack H.",327670,"McCain, John",596030,952370
2008,Vermont,"Obama, Barack H.",219262,"McCain, John",98974,325046
2008,Virginia,"Obama, Barack H.",1959532,"McCain, John",1725005,3723260
2008,Washington,"Obama, Barack H.",1750848,"McCain, John",1229216,3036878
2008,West Virginia,"Obama, Barack H.",303857,"McCain, John",397466,713451
2008,Wisconsin,"Obama, Barack H.",1677211,"McCain, John",1262393,2983417
2008,Wyoming,"Obama, Barack H.",82868,"McCain, John",164958,254904
2012,Alabama,"Obama, Barack H.",795696,"Romney, Mitt",1255925,2074338
2012,Alaska,"Obama, Barack H.",122640,"Romney, Mitt",164676,300495
2012,Arizona,"Obama, Barack H.",1025232,"Romney, Mitt",1233654,2299254
2012,Arkansas,"Obama, Barack H.",394409,"Romney, Mitt",647744,1069468
2012,California,"Obama, Barack H.",7854285,"Romney, Mitt",4839958,13038547
2012,Colorado,"Obama, Barack H.",1323101,"Romney, Mitt",1185243,2569516
2012,Connecticut,"Obama, Barack H.",905083,"Romney, Mitt",634892,1558204
2012,Delaware,"Obama, Barack H.",242584,"Romney, Mitt",165484,413890
2012,District of Columbia,"Obama, Barack H.",267070,"Romney, Mitt",21381,293764
2012,Florida,"Obama, Barack H.",4237756,"Romney, Mitt",4163447,8474179
2012,Georgia,"Obama, Barack H.",1773827,"Romney, Mitt",2078688,3897839
2012,Hawaii,"Obama, Barack H.",306658,"Romney, Mitt",121015,437159
2012,Idaho,"Obama, Barack H.",212787,"Romney, Mitt",420911,652274
2012,Illinois,"Obama, Barack H.",3019512,"Romney, Mitt",2135216,5242014
2012,Indiana,"Obama, Barack H.",1152887,"Romney, Mitt",1420543,2624534
2012,Iowa,"Obama, Barack H.",822544,"Romney, Mitt",730617,1582180
2012,Kansas,"Obama, Barack H.",440726,"Romney, Mitt",692634,1159971
2012,Kentucky,"Obama, Barack H.",679370,"Romney, Mitt",1087190,1797212
2012,Louisiana,"Obama, Barack H.",809141,"Romney, Mitt",1152262,1994065
2012,Maine,"Obama, Barack H.",401306,"Romney, Mitt",292276,724758
2012,Maryland,"Obama, Barack H.",1677844,"Romney, Mitt",971869,2707327
2012,Massachusetts,"Obama, Barack H.",1921290,"Romney, Mitt",1188314,3184196
2012,Michigan,"Obama, Barack H.",2564569,"Romney, Mitt",2115256,4730961
2012,Minnesota,"Obama, Barack H.",1546167,"Romney, Mitt",1320225,2936561
2012,Mississippi,"Obama, Barack H.",562949,"Romney, Mitt",710746,1285584
2012,Missouri,"Obama, Barack H.",1223796,"Romney, Mitt",1482440,2757323
2012,Montana,"Obama, Barack H.",201839,"Romney, Mitt",267928,484048
2012,Nebraska,"Obama, Barack H.",302081,"Romney, Mitt",475064,794379
2012,Nevada,"Obama, Barack H.",531373,"Romney, Mitt",463567,1014918
2012,New Hampshire,"Obama, Barack H.",369561,"Romney, Mitt",329918,710972
2012,New Jersey,"Obama, Barack H.",2122786,"Romney, Mitt",1478088,3638499
2012,New Mexico,"Obama, Barack H.",415335,"Romney, Mitt",335788,783758
2012,New York,"Obama, Barack H.",4324228,"Romney, Mitt",2223397,7116784
2012,North Carolina,"Obama, Barack H.",2178391,"Romney, Mitt",2270395,4505372
2012,North Dakota,"Obama, Barack H.",124966,"Romney, Mitt",188320,322932
2012,Ohio,"Obama, Barack H.",2827621,"Romney, Mitt",2661407,5580822
2012,Oklahoma,"Obama, Barack H.",443547,"Romney, Mitt",891325,1334872
2012,Oregon,"Obama, Barack H.",970488,"Romney, Mitt",754175,1789270
2012,Pennsylvania,"Obama, Barack H.",2990274,"Romney, Mitt",2680434,5742040
2012,Rhode Island,"Obama, Barack H.",279677,"Romney, Mitt",157204,446049
2012,South Carolina,"Obama, Barack H.",865941,"Romney, Mitt",1071645,1964118
2012,South Dakota,"Obama, Barack H.",145039,"Romney, Mitt",210610,363815
2012,Tennessee,"Obama, Barack H.",960709,"Romney, Mitt",1462330,2458577
2012,Texas,"Obama, Barack H.",3308124,"Romney, Mitt",4569843,7993851
2012,Utah,"Obama, Barack H.",251813,"Romney, Mitt",740600,1017440
2012,Vermont,"Obama, Barack H.",199239,"Romney, Mitt",92698,299290
2012,Virginia,"Obama, Barack H.",1971820,"Romney, Mitt",1822522,3854489
2012,Washington,"Obama, Barack H.",1755396,"Mitt, Romney",1290670,3125516
2012,West Virginia,"Obama, Barack H.",238269,"Romney, Mitt",417655,670438
2012,Wisconsin,"Obama, Barack H.",1620985,"Romney, Mitt",1410966,3071434
2012,Wyoming,"Obama, Barack H.",69286,"Romney, Mitt",170962,250701
2016,Alabama,"Clinton, Hillary",729547,"Trump, Donald J.",1318255,2123372
2016,Alaska,"Clinton, Hillary",116454,"Trump, Donald J.",163387,318608
2016,Arizona,"Clinton, Hillary",1161167,"Trump, Donald J.",1252401,2573165
2016,Arkansas,"Clinton, Hillary",380494,"Trump, Donald J.",684872,1130635
2016,California,"Clinton, Hillary",8753788,"Trump, Donald J.",4483810,14181595
2016,Colorado,"Clinton, Hillary",1338870,"Trump, Donald J.",1202484,2780220
2016,Connecticut,"Clinton, Hillary",897572,"Trump, Donald J.",673215,1644920
2016,Delaware,"Clinton, Hillary",235603,"Trump, Donald J.",185127,441590
2016,District of Columbia,"Clinton, Hillary",282830,"Trump, Donald J.",12723,312575
2016,Florida,"Clinton, Hillary",4504975,"Trump, Donald J.",4617886,9420039
2016,Georgia,"Clinton, Hillary",1877963,"Trump, Donald J.",2089104,4114732
2016,Hawaii,"Clinton, Hillary",266891,"Trump, Donald J.",128847,437664
2016,Idaho,"Clinton, Hillary",189765,"Trump, Donald J.",409055,690255
2016,Illinois,"Clinton, Hillary",3090729,"Trump, Donald J.",2146015,5536424
2016,Indiana,"Clinton, Hillary",1033126,"Trump, Donald J.",1557286,2734958
2016,Iowa,"Clinton, Hillary",653669,"Trump, Donald J.",800983,1565580
2016,Kansas,"Clinton, Hillary",427005,"Trump, Donald J.",671018,1184402
2016,Kentucky,"Clinton, Hillary",628854,"Trump, Donald J.",1202971,1924149
2016,Louisiana,"Clinton, Hillary",780154,"Trump, Donald J.",1178638,2029032
2016,Maine,"Clinton, Hillary",357735,"Trump, Donald J.",335593,771892
2016,Maryland,"Clinton, Hillary",1677928,"Trump, Donald J.",943169,2781446
2016,Massachusetts,"Clinton, Hillary",1995196,"Trump, Donald J.",1090893,3378821
2016,Michigan,"Clinton, Hillary",2268839,"Trump, Donald J.",2279543,4799284
2016,Minnesota,"Clinton, Hillary",1367705,"Trump, Donald J.",1322949,2944782
2016,Mississippi,"Clinton, Hillary",485131,"Trump, Donald J.",700714,1209357
2016,Missouri,"Clinton, Hillary",1071068,"Trump, Donald J.",1594511,2808605
2016,Montana,"Clinton, Hillary",177709,"Trump, Donald J.",279240,494526
2016,Nebraska,"Clinton, Hillary",284494,"Trump, Donald J.",495961,844227
2016,Nevada,"Clinton, Hillary",539260,"Trump, Donald J.",512058,1125385
2016,New Hampshire,"Clinton, Hillary",348526,"Trump, Donald J.",345790,744296
2016,New Jersey,"Clinton, Hillary",2148278,"Trump, Donald J.",1601933,3874046
2016,New Mexico,"Clinton, Hillary",385234,"Trump, Donald J.",319667,798319
2016,New York,"Clinton, Hillary",4379789,"Trump, Donald J.",2527142,7802084
2016,North Carolina,"Clinton, Hillary",2189316,"Trump, Donald J.",2362631,4741564
2016,North Dakota,"Clinton, Hillary",93758,"Trump, Donald J.",216794,344360
2016,Ohio,"Clinton, Hillary",2394164,"Trump, Donald J.",2841005,5496487
2016,Oklahoma,"Clinton, Hillary",420375,"Trump, Donald J.",949136,1452992
2016,Oregon,"Clinton, Hillary",1002106,"Trump, Donald J.",782403,2001336
2016,Pennsylvania,"Clinton, Hillary",2926441,"Trump, Donald J.",2970733,6115402
2016,Rhode Island,"Clinton, Hillary",252525,"Trump, Donald J.",180543,464144
2016,South Carolina,"Clinton, Hillary",855373,"Trump, Donald J.",1155389,2103027
2016,South Dakota,"Clinton, Hillary",117458,"Trump, Donald J.",227721,370093
2016,Tennessee,"Clinton, Hillary",870695,"Trump, Donald J.",1522925,2508027
2016,Texas,"Clinton, Hillary",3877868,"Trump, Donald J.",4685047,8969226
2016,Utah,"Clinton, Hillary",310674,"Trump, Donald J.",515211,1131317
2016,Vermont,"Clinton, Hillary",178573,"Trump, Donald J.",95369,320467
2016,Virginia,"Clinton, Hillary",1981473,"Trump, Donald J.",1769443,3982752
2016,Washington,"Clinton, Hillary",1742718,"Trump, Donald J.",1221747,3317019
2016,West Virginia,"Clinton, Hillary",188794,"Trump, Donald J.",489371,713051
2016,Wisconsin,"Clinton, Hillary",1382536,"Trump, Donald J.",1405284,2976150
2016,Wyoming,"Clinton, Hillary",55973,"Trump, Donald J.",174419,258788
