year,state,dem_cand,dem_vote,rep_cand,rep_vote,tot_state_vote
2004,Iowa,"Kerry, John",741898,"Bush, George W.",751957,1506908
2004,Kansas,"Kerry, John",434993,"Bush, George W.",736456,1187756
2004,Kentucky,"Kerry, John",712733,"Bush, George W.",1069439,1795882
2004,Louisiana,"Kerry, John",820299,"Bush, George W.",1102169,1943106
2004,Maine,"Kerry, John",396842,"Bush, George W.",330201,740752
2004,Maryland,"Kerry, John",1334493,"Bush, George W.",1024703,2384238
2004,Massachusetts,"Kerry, John",1803800,"Bush, George W.",1071109,2927455
2004,Michigan,"Kerry, John",2479183,"Bush, George W.",2313746,4839252
2004,Minnesota,"Kerry, John",1445014,"Bush, George W.",1346695,2828387
2004,Mississippi,"Kerry, John",457766,"Bush, George W.",672660,1139824
2004,Missouri,"Kerry, John",1259171,"Bush, George W.",1455713,2731364
2004,Montana,"Kerry, John",173710,"Bush, George W.",266063,450434
2004,Nebraska,"Kerry, John",254328,"Bush, George W.",512814,778186
2004,Nevada,"Kerry, John",397190,"Bush, George W.",418690,829587
2004,New Hampshire,"Kerry, John",340511,"Bush, George W.",331237,678287
2004,New Jersey,"Kerry, John",1911430,"Bush, George W.",1670003,3611691
2004,New Mexico,"Kerry, John",370942,"Bush, George W.",376930,756304
2004,New York,"Kerry, John",4180755,"Bush, George W.",2806993,7448266
2004,North Carolina,"Kerry, John",1525849,"Bush, George W.",1961166,3501007
2004,North Dakota,"Kerry, John",111052,"Bush, George W.",196651,312833
2004,Ohio,"Kerry, John",2741165,"Bush, George W.",2859764,5627903
2004,Oklahoma,"Kerry, John",503966,"Bush, George W.",959792,1463758
2004,Oregon,"Kerry, John",943163,"Bush, George W.",866831,1836782
2004,Pennsylvania,"Kerry, John",2938095,"Bush, George W.",2793847,5769590
2004,Rhode Island,"Kerry, John",259760,"Bush, George W.",169046,437134
2004,South Carolina,"Kerry, John",661669,"Bush, George W.",937974,1617700
2004,South Dakota,"Kerry, John",149244,"Bush, George W.",232584,388215
2004,Tennessee,"Kerry, John",1036477,"Bush, George W.",1384375,2437319
2004,Texas,"Kerry, John",2832704,"Bush, George W.",4526917,7410749
2004,Utah,"Kerry, John",241199,"Bush, George W.",663742,927844
2004,Vermont,"Kerry, John",184067,"Bush, George W.",121180,312309
2004,Virginia,"Kerry, John",1454742,"Bush, George W.",1716959,3195415
2004,Washington,"Kerry, John",1510201,"Bush, George W.",1304894,2859084
2004,West Virginia,"Kerry, John",326541,"Bush, George W.",423778,755792
2004,Wisconsin,"Kerry, John",1489504,"Bush, George W.",1478120,2997007
2004,Wyoming,"Kerry, John",70776,"Bush, George W.",167629,243861
